Date,Open Interest,Noncommercial Long,Noncommercial Short,Noncommercial Spreads,Commercial Long,Commercial Short,Total Long,Total Short,Nonreportable Positions Long,Nonreportable Positions Short
2011-08-30,13888.0,2526.0,2450.0,46.0,9002.0,9711.0,11574.0,12207.0,2314.0,1681.0
2011-08-23,13834.0,2470.0,2460.0,38.0,9002.0,9711.0,11510.0,12209.0,2324.0,1626.0
2011-08-16,13679.0,2407.0,2258.0,36.0,8749.0,9458.0,11192.0,11752.0,2487.0,1926.0
2011-08-09,17091.0,2839.0,756.0,37.0,11752.0,14242.0,14628.0,15035.0,2463.0,2057.0
2011-08-02,17805.0,4676.0,756.0,35.0,10755.0,15448.0,15466.0,16239.0,2339.0,1565.0
2011-07-26,17805.0,4680.0,756.0,32.0,11255.0,15448.0,15967.0,16236.0,1838.0,1568.0
2011-07-19,15750.0,4628.0,758.0,32.0,9256.0,13434.0,13916.0,14224.0,1834.0,1526.0
2011-07-12,14666.0,4279.0,758.0,33.0,7758.0,12412.0,12070.0,13203.0,2596.0,1463.0
2011-06-14,26271.0,3293.0,1169.0,1239.0,12430.0,20733.0,16962.0,23141.0,9309.0,3130.0
2011-06-07,20628.0,3179.0,1419.0,16.0,8187.0,16490.0,11382.0,17925.0,9246.0,2703.0
2011-05-31,24352.0,3030.0,1437.0,9.0,12123.0,20494.0,15162.0,21940.0,9190.0,2412.0
2011-05-24,24479.0,3084.0,1452.0,9.0,12123.0,20494.0,15216.0,21955.0,9263.0,2524.0
2011-05-17,24381.0,2819.0,1405.0,8.0,12123.0,20496.0,14950.0,21909.0,9431.0,2472.0
2011-03-15,14926.0,2965.0,250.0,283.0,8654.0,10442.0,11902.0,10975.0,3024.0,3951.0
2011-03-08,13864.0,4258.0,763.0,54.0,7536.0,10621.0,11848.0,11438.0,2016.0,2426.0
2011-03-01,12807.0,4122.0,811.0,0.0,6698.0,9783.0,10820.0,10594.0,1987.0,2213.0
2011-02-22,11854.0,3326.0,753.0,0.0,6582.0,8839.0,9908.0,9592.0,1946.0,2262.0
2011-02-15,11558.0,3050.0,513.0,0.0,6574.0,8839.0,9624.0,9352.0,1934.0,2206.0
2011-02-08,10792.0,2797.0,476.0,0.0,6191.0,8044.0,8988.0,8520.0,1804.0,2272.0
2011-02-01,10639.0,2653.0,465.0,0.0,6191.0,8044.0,8844.0,8509.0,1795.0,2130.0
2010-09-07,10163.0,2464.0,3165.0,10.0,5627.0,3083.0,8101.0,6258.0,2062.0,3905.0
